,Unnamed: 0,file,smiles
1583,14290,20209903,ClC1=C(C(=C(OC([H])([H])[H])C(=C1[H])[H])C#N)[H]
1585,14298,20208799,O(C(C(=C(C(C(C(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])C(=O)C([H])([H])[H]
1588,14328,10016984,P(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])OC(C([H])([H])[H])([H])[H]
1589,14336,20200910,ClC1=C(C(=C(C(=C1Cl)[H])[H])[H])C(Cl)(Cl)[H]
1590,14341,20209321,S(C(=S)N1C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])C(C(=C([H])[H])[H])([H])[H]
1592,14363,20208322,N(=[N+]=[N-])C1=C(C=2C(=C(C=3C(C2[H])=C(C(=C(C3[H])[H])[H])[H])[H])C(=C1[H])[H])[H]
1594,14381,20044930,C(C#N)(OC([H])([H])[H])([H])[H]
1597,14405,10017310,C=1(C=2N=N[Se]C2[H])C(=C(C(OC(C(C(C(C(C(Br)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=C(C1[H])[H])[H])[H]
1598,14416,40097716,C1(=C(C(=C(C(=C1C(C(=C2N(C(=C(N2C(C([H])([H])[H])([H])[H])[H])[H])C([H])([H])[H])C3=C(C(=C(C(=C3[H])[H])C([H])([H])[H])[H])[H])([H])[H])[H])[H])C([H])([H])[H])[H])[H]
1601,14459,20209476,BrC(Cl)(C(F)(F)F)[H]
1603,14475,20209524,BrC1=NC(=C(Cl)C(=C1[H])[H])[H]
1607,14523,10016434,C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])[H])C([H])([H])[H])[H])([H])([H])[H]
1612,14569,20198980,BrC=1SC(=C(C1Br)[H])[H]
1613,14578,10026194,C1(=C(C(=C(C(=C1[H])C(C(C(C(=C(C(=C(C2=C(C(=C(C(=C2[H])[H])F)[H])[H])[H])[H])[H])[H])=O)([H])[H])([H])[H])[H])[H])O[H])O[H]
1616,14598,20208237,O(C1=C(OC([H])([H])[H])C(=C(C(=C1[H])C(=O)[H])[H])[H])C(C([H])([H])[H])([H])[H]
1617,14611,20112358,[O-]C(=O)C1(C(C([N+]([H])([H])[H])(C(C(C1([H])[H])([H])[H])([H])[H])[H])([H])[H])[H]
1621,14627,10021800,C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])(C(=C([H])[H])[H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])[H]
1622,14630,10022337,C1(=NC(=C(N=C1[H])C(OC(C([H])([H])[H])([H])[H])=O)C(=O)OC(C([H])([H])[H])([H])[H])[H]
1623,14636,20201392,O(C(C(C(=C(C(C([H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])C(=O)C(=C(C([H])([H])[H])[H])[H]
1625,14638,40265324,C(C12C(C(C3(C4(C(C(C5(C(C(C(C(C5(C4(C(C(C3(C1(C(C(C2([H])[H])([H])[H])(C(C([H])([H])[H])=C([H])[H])[H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])(O[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])(=O)O[H]
1632,14738,10021660,C(N1C(C(Br)([H])[H])=C(Br)C(=O)N1C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])([H])([H])[H]
1636,14776,20208868,O1C2=C(OC(C1([H])[H])([H])[H])C(=C(C([N+]([O-])=O)=C2[H])[H])[H]
1637,14777,10016741,C(C(=O)I)([H])([H])[H]
1638,14785,20200138,BrC1=C(C([H])([H])[H])C(=C(C([H])([H])[H])C(=C1[H])[H])[H]
1640,14827,20209494,ClC1=C(C(O[H])([H])[H])C(=C(C(=C1Cl)[H])[H])[H]
1641,14844,10006444,C12(C3(C(C(C(=C1[H])[H])(C2([H])[H])[H])(C(OC3=O)=O)[H])[H])[H]
1649,14908,20200606,BrC(C(=O)C1=C(OC([H])([H])[H])C(=C(C(OC([H])([H])[H])=C1[H])[H])[H])([H])[H]
1650,14910,20208601,C12(C(C3(C(C(C1([H])[H])(C(C(C2([H])[H])(C3([H])[H])[H])([H])[H])[H])([H])[H])[H])([H])[H])C(C([H])([H])[H])([H])[H]
1653,14933,20207993,ClC1=C(C(=C(Cl)C(=C1[H])[H])[H])C(OC(C([H])([H])[H])([H])[H])=O
1654,14936,20044879,C1(=C(C(=C(C(=C1C(=O)OC(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])O[H])[H])[H])[H])[H]
1659,14967,10021607,C(C(C([H])([H])[H])(C([H])([H])[H])C1(C(C(C(Br)=C(C(=O)[H])C1([H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
1660,14991,10010849,C1(=C(C(=C(C(=C(C(=C1[H])[H])[H])[H])[H])[H])[H])[H]
1665,15102,20044502,C1(=NOC(=C1[H])C([H])([H])[H])[H]
1668,15152,20200785,C1(=C(C([H])([H])[H])N=C(S1)[H])[H]
1684,15296,10021772,C1(=C(C(=C(C(=C1[H])[N+]([O-])=O)C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])C(C([H])([H])[H])(C(=O)OC([H])([H])[H])[H]
1685,15299,20100347,C(C(C(C#CC#CC([H])=C=C([H])C(C(C(C(C(C(C(=O)O[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
1689,15315,20209283,O(C(=O)C(N(C1=C(C(=C(C(=C1C([H])([H])[H])[H])[H])[H])C([H])([H])[H])C(=O)C(OC([H])([H])[H])([H])[H])(C([H])([H])[H])[H])C([H])([H])[H]
1694,15355,20096474,C1(=C(C(=C(C(=C1[H])[H])C2=C(C(=C(C(=C2Cl)Cl)[H])Cl)Cl)[H])[H])[H]
1698,15373,20096442,C(C(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H]
1703,15396,20209234,S1C=2C(N3C1=NN=C3[H])=C(C(=C(C2[H])[H])[H])C([H])([H])[H]
1705,15419,20209149,BrC(F)(F)C(F)(F)C(C(Br)([H])[H])([H])[H]
1706,15420,10022063,C=1(C(=C(C(=C(C1OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(=O)[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(=O)[H]
1707,15425,20096855,C(C(OC(=O)C(=C([H])[H])C([H])([H])[H])([H])[H])([H])([H])[H]
1710,15443,20209394,S1C(=C(C(=C1[H])C([H])([H])[H])[H])C(=O)C([H])([H])[H]
1715,15496,20096468,C1(=C(C(=C(C(=C1Cl)[H])C2=C(C(=C(C(=C2Cl)Cl)[H])Cl)Cl)Cl)[H])[H]
1719,15535,20209184,BrC(C1(OC=2C(OC1([H])[H])=C(C(=C(C2[H])[H])[H])[H])[H])([H])[H]
1720,15549,10020690,C(C(C([H])([H])[H])(C([H])([H])[H])C(C(=O)C([H])([H])[H])([H])[H])([H])([H])[H]
1725,15588,20200238,C12(C(C(C(=C(C1([H])[H])[H])[H])([H])[H])(C(=C(C2([H])[H])[H])[H])[H])[H]
1730,15658,20208861,ClC1=C(OC([H])([H])[H])C(=C(C(OC([H])([H])[H])=C1[H])[H])[H]
1733,15699,10022120,C(=C(C(OC(C(C(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])=O)[H])([H])[H]
1739,15743,20207323,O1C(C(=O)C(OC([H])([H])[H])=C1C([H])([H])[H])(C([H])([H])[H])[H]
1742,15771,20112706,ClC(C=1C=2C(C(=C(C1[H])[H])[H])=C(C(=C(C2[H])[H])[H])[H])([H])[H]
1743,15825,10022302,C=1(C(=C(C(=C(C1[H])OC([H])([H])[H])[H])OC([H])([H])[H])[H])I
1744,15826,21787,C1=2C(C(C(C(C(OC2C(=C(C(=C1[H])Cl)C([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H]
1746,15851,20209021,FC=1C(=C(F)C(=C(C1F)[H])[H])C#N
1751,15872,20208300,O(C=1C(=C(C(=C(C1[H])[H])[H])[H])C(OC([H])([H])[H])=O)C(C([H])([H])[H])([H])[H]
1753,15899,10021882,C1(=C(C(=C(C(=C1C(=O)N([H])C(C(O[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[N+]([O-])=O)[H])[H]
1756,15906,20212431,C(O[H])(C1(C(O[H])(C(C(C(O1)(O[H])[H])(N([H])[H])[H])(O[H])[H])[H])[H])([H])[H]
1759,15938,20200731,ClS(=O)(=O)C1=C(C=2C(C(=C1[H])[H])=C(C(=C(C2[H])[H])[H])[H])[H]
1767,15979,20198902,IC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
1768,15992,20208615,ClC1=C(S(Cl)(=O)=O)C(=C(Cl)C(=C1[H])[H])[H]
1769,15995,20111969,BrC1=C(C(Cl)=C(Cl)C(=C1[H])[H])[H]
1773,16018,20025915,C1(N2C(N(C(=C1[N+](=O)[O-])C([H])([H])[H])C([H])([H])[H])=NC(=N2)[H])=O
1776,16040,20208489,ClS(=O)(=O)C1=C(F)C(=C(F)C(=C1[H])[H])[H]
1782,16097,10017267,C1(=C(C(=C(C(=C1[H])[H])C#CC=2C(=C(C(=C(C2[H])[H])C(=O)OC([H])([H])[H])[H])[H])[H])[H])C(=O)OC([H])([H])[H]
1786,16114,20208282,O(C(=O)C(C(C(C([H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H]
1787,16119,20206210,FC(F)(C(F)(F)F)C(OC([H])([H])[H])=O
1790,16140,20209672,O(C1(C(C(C(C(=C1C([H])([H])[H])[H])([H])[H])(C(C([H])([H])[H])=C([H])[H])[H])([H])[H])[H])C(=O)[H]
1791,16153,40094249,C1(=C(C(=C(C(=C1SC2(OC(C(C(C2(O[H])[H])(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
1797,16188,20209447,FC1=C(C(C#N)([H])[H])C(=C(C(F)=C1[H])[H])[H]
1798,16189,40015711,C1(=C([N+](=C(N1C2=C(C(=C(C(=C2C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])[H])C3=C(C(=C(C(=C3C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H].[Cl-]
1799,16190,20209743,O(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(C([H])([H])[H])[H])C(=O)C(C(C([H])([H])[H])([H])[H])([H])[H]
1800,16194,10016047,S1C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H]
1806,16259,20208701,BrC=1C(Cl)=C(Cl)C(=C(Cl)C1[H])[H]
1810,16273,10022008,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])[H])C3=NN=C(O3)C4=C(C(=C(C(=C4[H])[H])Br)[H])[H])[H])[H])[H])[H]
1812,16282,20208475,BrC(C(C(C(C(Cl)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
1815,16304,20209431,FC1=C(C(=C(C(F)=C1[H])[H])[H])C(OC([H])([H])[H])=O
1822,16426,20208786,O(C(C([H])([H])[H])([H])[H])C(OC(C(=C([H])[H])[H])([H])[H])=O
1824,16437,10022075,C12=C(C(=C(C3=C1C(=C(C(=C3[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])[H])C(C(C2([H])[H])(C([H])([H])[H])[H])=O
1825,16446,60001979,N1(C2(C(C(C(C1(C(C2([H])[H])([H])[H])[H])([H])[H])(OC(=O)C(C(O[H])([H])[H])(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H])([H])[H])[H])C(C#N)([H])[H]
1830,16465,10022768,N#CC(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])=C(C=2C(OC(C(C([H])([H])[H])([H])[H])([H])[H])=C(C(C(=C(C#N)C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])=C(OC(C(C([H])([H])[H])([H])[H])([H])[H])C2[H])[H])[H]
1833,16490,10022374,C1(N(C(C2(N(C1([H])[H])OC3(C2(C(OC3([H])[H])=O)[H])[H])[H])=O)C(C(=O)OC([H])([H])[H])([H])[H])([H])[H]
1835,16492,20208530,S1C=2C([N+](C(C(=C([H])[H])[H])([H])[H])=C1[H])=C(C(=C(C2[H])[H])[H])[H]
1836,16500,20209540,BrC=1C(=C(C(=NC1Br)[H])[H])[H]
1838,16523,10027106,C1(=C(C(=C(C(=C1[H])C(C(C(C(=C(C(C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])([H])[H])O[H])[H])=O)([H])[H])([H])[H])[H])[H])[H])[H]
1840,16529,20208806,ClC(C(C(OC1(OC(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H]
1843,16551,20207955,FC(F)(F)C(OC(=C([H])[H])[H])=O
1845,16594,20045229,C(=O)(OC([H])([H])[H])C(C#N)([H])[H]
1846,16597,20200265,O(C([H])([H])[H])C(=O)C(C(C#N)([H])[H])([H])[H]
1852,16670,20143615,C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(O[H])([H])[H])C(O[H])([H])[H])([H])[H])([H])([H])[H]
1858,16704,20207587,O(C(=O)C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])C(=C([H])[H])[H]
1859,16710,20209417,O(C(C(C(C(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])(C(=C([H])[H])[H])[H])C(=O)C([H])([H])[H]
1862,16732,20208315,ClC(F)(F)C(OC([H])([H])[H])=O
1864,16746,20207471,FC1=C([N+]([O-])=O)C(=C(C(F)=C1[H])[H])[H]
1868,16814,20143940,C1(=C(C(=C(C2=C1SC(=N2)SC3=C(C(=C(C(=C3[N+](=O)[O-])[H])[N+](=O)[O-])[H])[H])[H])[H])[H])[H]
1870,16820,20097658,C(C(C=1C(=C(C([H])([H])[H])C(=C(C1C([H])([H])[H])[H])[H])[H])([H])[H])([H])([H])[H]
1872,16841,20202117,O(C(C(=C(C(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])C(=O)C(C([H])([H])[H])([H])[H]
1874,16853,20112336,ClC(C=1SC(Cl)=C(C1[H])[H])([H])[H]
1876,16867,20208704,FC(F)(F)C1=C(C(=C(C(=C1[H])C(=O)N([H])[H])[H])C(F)(F)F)[H]
1877,16868,10021784,C1(=[N+](C(=C(C(N1C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=O)C(C(C([H])([H])[H])([H])[H])([H])[H])[O-])C3=C(C(=C(C(=C3[H])[H])OC(C([H])([H])[H])([H])[H])[H])[H])SC(C([H])([H])[H])([H])[H]
1881,16938,20209422,Cl[Si](Cl)(C(C(C(C(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H]
1882,16955,10021976,C1(=C(C(=C(C(=C1OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])C#N)[H])C#N)OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H])[H]
1883,16956,20201374,ClC1=C(C2=C(N(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C=3C(C2=O)=C(C(=C(C3[H])[H])[H])[H])C(=C1[H])[H])[H]
1885,16973,20208854,ClC=1C(=C(Cl)C(=NC1F)[H])[H]
1886,16977,10016761,C(C(C([H])([H])[H])=O)(Cl)([H])[H]
1899,17122,11639,C=1(C(=C(C(=C(C1[H])[H])C(=O)OC([H])([H])[H])[H])[H])I
1901,17171,10016062,S1C(C(SC(C1([H])[H])([H])[H])([H])[H])([H])[H]
1905,17205,10019295,C=1(C(=C(N=C(C1C=2N=C(C(=C(C2[H])[H])[H])[H])[H])[H])[H])[H]
1907,17235,60004155,C1(C(C(C(C2(C1(C(C(C(C2([H])[H])([H])[H])=C([H])[H])(C(C(=C(C([H])([H])[H])C(=C([H])[H])[H])[H])([H])[H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H]
1908,17242,20168302,N=1C2=C(C(=C(C1[H])C([H])([H])[H])[H])C(C3=C(C2=O)N(C(C(=C3[H])[H])=O)[H])=O
1909,17248,20208273,O1C(C=2C(C(C1=O)([H])[H])=C(C(=C(C2[H])[H])[H])[H])([H])[H]
1910,17258,20209048,O=C(C(=C(C(C(C(=C([H])[H])[H])([H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])[H]
1919,17348,10016721,C(OS(OC(C([H])([H])[H])([H])[H])=O)(C([H])([H])[H])([H])[H]
1922,17360,20098851,C1(C(C(C(C2(C1(C(C(C3(C2(C(C(C3=C(C(=C(C(=C(C(=C(C(C(C([H])([H])[H])(C([H])([H])[H])O[H])(O[H])[H])[H])[H])C([H])([H])[H])[H])[H])[H])C([H])([H])[H])=O)([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])(O[H])[H])(C(O[H])=O)C([H])([H])[H]
1928,17415,20097613,C1(=C(C(=C(C(=C1[H])S([O-])(=O)=O)[H])[N+]([O-])=O)[H])[H]
1932,17464,20209888,FC1=C(OC([H])([H])[H])C(=C(C(=C1[H])[H])C(=O)[H])[H]
1933,17472,20208159,BrC(C(=O)C1=C(C=2C(C(=C1[H])[H])=C(C(=C(C2[H])[H])[H])[H])[H])([H])[H]
1934,17479,20208837,ClC(C(C=1C=2C(C(=C(C1[H])[H])[H])=C(C(=C(C2[H])[H])[H])[H])([H])[H])([H])[H]
1940,17540,10022372,C1(N(C(C2(N(C1([H])[H])C(C(C2([H])[H])(C([H])([H])[H])O[H])=O)[H])=O)C(C(=O)OC([H])([H])[H])([H])[H])([H])[H]
1941,17561,20097591,C(C(C(C(O[H])([H])[H])(O[H])[H])(O[H])[H])(C(C(=O)[O-])(O[H])[H])(O[H])[H]
1942,17565,10344,C=1(C(=C(C(=[N+](C1[H])[O-])[H])[H])C([H])([H])[H])[H]
1944,17596,10021665,C1(=C(C(=C(C2=C1C3=C(N2C(C(=C([H])[H])[H])([H])[H])C(=C(C(=C3[H])C(=O)[H])[H])[H])[H])[H])[H])[H]
1947,17640,20200949,BrC1=C(C(O[H])=O)C(Br)=C(C(Br)=C1[H])[H]
1949,17643,20096802,C(C(=O)N1C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
1950,17644,20097630,C1(=C(C(=C(C(=C1[H])C#N)Cl)[H])[H])[H]
1952,17651,10021730,C1(=C(C(=C(C(=C1[H])[H])C(=O)[H])[H])[H])N(C(C(O[H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H]
1953,17657,30080727,C=1(C(=C(C(=C(C1[H])[H])OC2(C(C(C(C(O2)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(OC3(C(C(C(O3)([H])[H])(O[H])C(OC(C4=C(N=C(C(=C4[H])[H])[H])[H])=O)([H])[H])(O[H])[H])[H])[H])[H])[H])[H])C(O[H])([H])[H]
1954,17661,20097171,C(C(C(N(C(C(C(C(O[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(O[H])[H])=O)[H])([H])[H])([H])[H])(=O)[O-]
1962,17720,20208290,S(C(=S)N(C([H])([H])[H])C([H])([H])[H])C(C(=C([H])[H])[H])([H])[H]
1965,17745,20096488,C(C(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])(=C([H])[H])C([H])([H])[H]
1967,17758,21156,C=1(C(=C(C(=C2SC(=NC12)S(=O)(=O)C(C([H])([H])[H])([H])[H])[H])[H])[H])[H]
1968,17761,20112719,C(C(C(C([H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])(C(=C([H])[H])[H])[H]
1974,17870,10022289,C1(C(C(C(C(C1([H])[H])(C(C(=O)OC([H])([H])[H])(C(OC([H])([H])[H])=O)[H])[H])([H])[H])([H])[H])([H])[H])=O
1975,17878,20200288,O=[N+]([O-])C1=C(C([H])([H])[H])C(=C(C(C([H])([H])[H])=C1[H])[H])[H]
1976,17881,20208597,C1=2C=3C=4C(=C(C1=C(C(=C(C2C(=C(C3C(=C(C4[H])[H])[H])[H])[H])[H])[H])C([H])([H])[H])[H])[H]
1981,17936,10021720,C1(=C(C(=NC(=N1)[H])[H])C(=C([H])[H])[H])[H]
1982,17961,20208386,ClC=1C(=C(OC(C#N)([H])[H])C(=C(C1[H])[H])[H])[H]
1983,17962,20208960,ClC(Cl)(C(=O)[H])[H]
1984,17969,20096445,C(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H]
1990,18061,20208662,BrC1=NC(=C([N+]([O-])=O)C(=C1C([H])([H])[H])[H])[H]
1991,18076,20209175,BrC1=C(C(=C(Cl)C(=C1[H])[H])C(F)(F)F)[H]
1993,18094,20209438,ClC=1C(=C2N(C(C([H])([H])[H])([H])[H])C(=NC2=C(C1Cl)[H])C([H])([H])[H])[H]
1996,18123,20207899,O(C1=C(C(=C(C(=C1[H])[H])C([H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H]
2013,18328,20096799,C(C(C(C(C(C(C(C(C(C(C(C(=O)N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
2014,18333,10021806,C1(=C(C(=C(C(=C1[H])OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])Br)[H])OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=O)[H]
2018,18384,10021835,C1(=C(C(=C(C(=C1OC(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])C#N)[H])C([H])([H])[H]
2020,18405,20184872,C1(OC(C(O1)([H])[H])(C(N=[N+]=[N-])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H]
2027,18454,20208157,O1C(C(=O)C(C#N)([H])[H])=C(C(=C1[H])[H])[H]
2028,18459,20209449,[O-][N+](=O)C=1C(=C(C(=C(C1[H])[H])[H])C(=[N+]([H])[H])N([H])[H])[H]
2034,18533,20091372,C1(C(C(C(C2(C1(C(C(C3(C2(C(C(=C4C3(C(C(C5(C4(C(C(C(C5([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])C(O[H])=O)([H])[H])([H])[H])C([H])([H])[H])[H])=O)[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])(O[H])[H])(C([H])([H])[H])C([H])([H])[H]
2035,18560,20039201,C1(=C(C(=C(C(=C1[N+]([O-])=O)[H])[H])OC(C([H])([H])[H])([H])[H])[H])[H]
2040,18595,20123548,C(C#N)(Br)(C(=O)N(C([H])([H])[H])C([H])([H])[H])[H]
2051,18694,20181483,C(C1=C(Cl)C(=C(F)C(=C1[H])[H])[H])([H])([H])[H]
2055,18724,20055546,C1(OC(C(C1([H])[H])(C(=O)C([H])([H])[H])[H])=O)([H])[H]
2056,18736,20200218,ClC(OC(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O
2059,18756,40265335,C1(C(C(C(C(O1)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])(OC2(C(C(C(OC2(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H]
2065,18802,20200715,ClC(C(Cl)([H])[H])(C(C([H])([H])[H])([H])[H])[H]
2069,18833,20208051,ClC(=O)C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H]
2075,18887,10022779,N#CC(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C(=O)C([H])([H])[H])[H]
2079,18938,20208906,O(C1(C(O[H])(C(C(C(C1(O[H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H]
2082,18968,10022751,[H]N([H])C(=O)N([H])N=C(C([H])([H])[H])C(C(C1=C([Se]N=N1)[H])([H])[H])([H])[H]
2084,18991,10020816,C=1(C(=C(C(=C(C1[H])[H])S(OC(C(F)([H])[H])([H])[H])(=O)=O)[H])[H])C([H])([H])[H]
2091,19055,20208969,BrC(C=1C(Cl)=C(C(=C(C1[H])[H])[H])[H])([H])[H]
2093,19062,20096850,C(=C(C(OC(=O)C(Cl)([H])[H])([H])[H])[H])([H])[H]
2097,19118,10022720,O=C(C=1C(C(C(C([H])([H])[H])([H])[H])([H])[H])=C(OC([H])([H])[H])C(C(=O)[H])=C(C(C(C([H])([H])[H])([H])[H])([H])[H])C1OC([H])([H])[H])[H]
2100,19150,11396,C1(OC(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])=C(C(=C(C(=C1[H])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H])[N+]([O-])=O
2109,19245,20209618,ClC(Cl)(Cl)C(=O)C(C(OC(C([H])([H])[H])([H])[H])=O)([H])[H]
2113,19294,20209821,BrC1=C(C(F)=C(OC([H])([H])[H])C(=C1[H])[H])[H]
2118,19323,10021643,C(C(OC(=O)C(=C(Br)[H])[H])([H])[H])([H])([H])[H]
2119,19328,10021723,C=1(C(=C(C=2C1C(=C(C(=C(C2[H])C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H])C(=O)[H]
2120,19335,20208467,O(C(=O)C(C(=O)C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H]
2125,19392,20207436,FC1=C(C(F)=C(F)C(OC([H])([H])[H])=C1F)C([H])([H])[H]
2126,19399,10027909,C1(=C2OC(OC2=C(C3=C1C(C4=C(C(=C5C(=C4[H])OC(O5)([H])[H])[H])[H])(C(C(C3([H])[H])(C(OC([H])([H])[H])([H])[H])[H])(C(OC([H])([H])[H])([H])[H])[H])[H])[H])([H])[H])[H]
2129,19417,10011073,C(Cl)(C(C(Cl)([H])[H])([H])[H])([H])[H]
2131,19433,20209533,O(C(=O)C=1C=2C(C(=C(C1[H])[H])[H])=C(C(=C(C2[H])[H])[H])[H])C([H])([H])[H]
2132,19454,10022762,C(C1=C(C=2C(C=3C(=O)C(=O)C13)=C(C(=C(OC([H])([H])[H])C2OC([H])([H])[H])[H])[H])[H])([H])([H])[H]
2134,19464,20096473,C1(=C(C(=C(C(=C1C=2C(=C(C(=C(C2Cl)[H])[H])Cl)[H])[H])[H])Cl)[H])[H]
2141,19525,40094630,C1(=C(C(=C(C(=C1OC([H])([H])[H])C(C2=C(C(=C(C(=C2C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])OC([H])([H])[H])[H])OC([H])([H])[H])Br)=O)OC([H])([H])[H])Cl)C([H])([H])[H])Cl
