,Unnamed: 0.1,Unnamed: 0,id,SMILES_x,SMILES_y,smiles
6997,8042,8042,15502,[H]c1c(C([H])([H])[H])c(=O)n(C([H])([H])[H])c(=O)n1C([H])([H])C([H])([H])[H],,[H]c1c(C([H])([H])[H])c(=O)n(C([H])([H])[H])c(=O)n1C([H])([H])C([H])([H])[H]
6998,8043,8043,15503,[H]c1c(C([H])([H])[H])c(=O)n(C([H])([H])C([H])([H])[H])c(=O)n1C([H])([H])[H],,[H]c1c(C([H])([H])[H])c(=O)n(C([H])([H])C([H])([H])[H])c(=O)n1C([H])([H])[H]
6999,8044,8044,15506,[H]C([H])([H])C1([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],,[H]C([H])([H])C1([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H]
7000,8045,8045,15507,[H]C([H])([H])C1([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]C([H])([H])C1([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7001,8046,8046,15508,[H]C([H])([H])C1([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]C([H])([H])C1([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7002,8047,8047,15510,[H]C1=C(C([H])([H])[H])C(=O)C(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])=C([H])C1=O,,[H]C1=C(C([H])([H])[H])C(=O)C(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])=C([H])C1=O
7003,8048,8048,15511,[H]Oc1c(O[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(-c2c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(O[H])c(O[H])c2C([H])([H])[H])c1C([H])([H])[H],,[H]Oc1c(O[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(-c2c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(O[H])c(O[H])c2C([H])([H])[H])c1C([H])([H])[H]
7004,8049,8049,15512,[H]C(C(=C([H])C([H])([H])[H])C([H])([H])[H])=C(c1oc(OC([H])([H])[H])c(C([H])([H])[H])c(=O)c1[H])C([H])([H])[H],,[H]C(C(=C([H])C([H])([H])[H])C([H])([H])[H])=C(c1oc(OC([H])([H])[H])c(C([H])([H])[H])c(=O)c1[H])C([H])([H])[H]
7005,8050,8050,15513,[H]OC1([H])C(C([H])([H])[H])=C([H])C(=O)C1([H])[H],,[H]OC1([H])C(C([H])([H])[H])=C([H])C(=O)C1([H])[H]
7006,8051,8051,15514,[H]C([H])=C([H])C([H])([H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1=O,,[H]C([H])=C([H])C([H])([H])C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1=O
7007,8052,8052,15515,[H]C1=C(C([H])([H])[H])C2(C(=O)C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],,[H]C1=C(C([H])([H])[H])C2(C(=O)C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
7008,8053,8053,15516,[H]C1=C(C([H])([H])[H])C2(C(=O)C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],,[H]C1=C(C([H])([H])[H])C2(C(=O)C([H])([H])C1([H])[H])C([H])([H])C2([H])[H]
7009,8054,8054,15517,[H]C1=C([H])C([H])([H])C2(C1=O)C(C([H])([H])[H])=C([H])C([H])([H])C([H])([H])C2([H])[H],,[H]C1=C([H])C([H])([H])C2(C1=O)C(C([H])([H])[H])=C([H])C([H])([H])C([H])([H])C2([H])[H]
7010,8055,8055,15518,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C1([H])[H],,[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C1([H])[H]
7011,8056,8056,15523,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C(=O)C1=O,,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C(=O)C1=O
7012,8057,8057,15524,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C(=O)C1(C([H])([H])[H])C([H])([H])[H],,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C(=O)C1(C([H])([H])[H])C([H])([H])[H]
7013,8058,8058,15525,[H]OC1=C(C([H])([H])[H])C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],,[H]OC1=C(C([H])([H])[H])C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C1([H])[H]
7014,8059,8059,15527,[H]c1c(C([H])([H])[H])c(C#N)c(C#N)c(C([H])([H])[H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],,[H]c1c(C([H])([H])[H])c(C#N)c(C#N)c(C([H])([H])[H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
7015,8060,8060,15529,[H]Oc1c([H])c(C([H])([H])[H])c(C([H])=O)c(OC([H])([H])[H])c1C([H])([H])[H],,[H]Oc1c([H])c(C([H])([H])[H])c(C([H])=O)c(OC([H])([H])[H])c1C([H])([H])[H]
7016,8061,8061,15530,[H]C1=C(C([H])([H])[H])C(=O)C([H])(C([H])([H])[H])C([H])(C(=C([H])[H])C([H])([H])[H])C1([H])[H],,[H]C1=C(C([H])([H])[H])C(=O)C([H])(C([H])([H])[H])C([H])(C(=C([H])[H])C([H])([H])[H])C1([H])[H]
7017,8062,8062,15531,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])C([H])=C([H])[H])C1=O,,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])C([H])=C([H])[H])C1=O
7018,8063,8063,15532,[H]OC([H])([H])C1([H])C(C([H])([H])[H])=C([H])C(=O)C1([H])[H],,[H]OC([H])([H])C1([H])C(C([H])([H])[H])=C([H])C(=O)C1([H])[H]
7019,8064,8064,15533,[H]C([H])([H])C1([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],,[H]C([H])([H])C1([H])C(=O)C([H])([H])C([H])([H])C1([H])[H]
7020,8065,8065,15534,[H]C(=O)C([H])=C([H])C1=C(C([H])([H])[H])C(=O)C([H])([H])C1([H])[H],,[H]C(=O)C([H])=C([H])C1=C(C([H])([H])[H])C(=O)C([H])([H])C1([H])[H]
7021,8066,8066,15605,[H]N1C(=O)C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1=O,,[H]N1C(=O)C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1=O
7022,8067,8067,15606,[H]N1C(=O)C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1=O,,[H]N1C(=O)C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1=O
7023,8068,8068,15607,[H]N(C(=O)C([H])([H])[H])C(=O)C([H])([H])C([H])([H])[H],,[H]N(C(=O)C([H])([H])[H])C(=O)C([H])([H])C([H])([H])[H]
7024,8070,8070,15616,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H]
7025,8071,8071,15617,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H]
7026,8072,8072,15618,[H]C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7027,8073,8073,15619,[H]C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7028,8074,8074,15620,[H]C([H])([H])N1C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]C([H])([H])N1C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7029,8075,8075,15621,[H]C([H])([H])N1C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]C([H])([H])N1C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7030,8076,8076,15622,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])[H],,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])[H]
7031,8077,8077,15623,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])[H],,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])[H]
7032,8078,8078,15624,[H]C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],,[H]C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H]
7033,8079,8079,15625,[H]C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],,[H]C([H])([H])N1C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H]
7034,8080,8080,15626,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C12[H],,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C12[H]
7035,8081,8081,15627,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C12[H],,[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C12[H]
7036,8082,8082,15628,[H]C([H])([H])C([H])([H])OC(=O)C1([H])C([H])([H])C([H])([H])C1([H])C(=O)OC([H])([H])C([H])([H])[H],,[H]C([H])([H])C([H])([H])OC(=O)C1([H])C([H])([H])C([H])([H])C1([H])C(=O)OC([H])([H])C([H])([H])[H]
7037,8083,8083,15629,[H]C([H])([H])C([H])([H])OC(=O)C1([H])C([H])([H])C([H])([H])C1([H])C(=O)OC([H])([H])C([H])([H])[H],,[H]C([H])([H])C([H])([H])OC(=O)C1([H])C([H])([H])C([H])([H])C1([H])C(=O)OC([H])([H])C([H])([H])[H]
7038,8084,8084,15630,[H]OC([H])(C([H])([H])C(C(=O)OC([H])([H])[H])=C([H])[H])C([H])(N1C(=O)c2c([H])c([H])c([H])c([H])c2C1=O)C([H])(C([H])([H])[H])C([H])([H])[H],,[H]OC([H])(C([H])([H])C(C(=O)OC([H])([H])[H])=C([H])[H])C([H])(N1C(=O)c2c([H])c([H])c([H])c([H])c2C1=O)C([H])(C([H])([H])[H])C([H])([H])[H]
7039,8085,8085,15631,[H]OC([H])(C([H])([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])[H],,[H]OC([H])(C([H])([H])[H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])[H]
7040,8086,8086,15632,[H]OC([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])(O[H])C([H])([H])[H],,[H]OC([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])(O[H])C([H])([H])[H]
7041,8087,8087,15634,[H]c1c(Cl)nn2c([H])c([H])c(=O)nc2c1[H],,[H]c1c(Cl)nn2c([H])c([H])c(=O)nc2c1[H]
7042,8088,8088,15635,[H]c1c(Cl)nn2c(=O)c([H])c(C(=O)OC([H])([H])[H])nc2c1[H],,[H]c1c(Cl)nn2c(=O)c([H])c(C(=O)OC([H])([H])[H])nc2c1[H]
7043,8089,8089,15636,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H]
7044,8090,8090,15637,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H]
7045,8091,8091,15638,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7046,8092,8092,15639,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7047,8093,8093,15644,[H]C([H])([H])C12C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],,[H]C([H])([H])C12C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H]
7048,8094,8094,15646,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7049,8095,8095,15647,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7050,8096,8096,15648,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7051,8097,8097,15649,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H]
7052,8098,8098,15650,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H]
7053,8099,8099,15651,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H]
7054,8100,8100,15652,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)OC([H])([H])[H],,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)OC([H])([H])[H]
7055,8101,8101,15653,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)OC([H])([H])[H],,[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)OC([H])([H])[H]
7056,8102,8102,15654,[H]N(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],,[H]N(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H]
7057,8103,8103,15655,[H]N(C(=O)C([H])([H])[H])C(=O)C([H])([H])[H],,[H]N(C(=O)C([H])([H])[H])C(=O)C([H])([H])[H]
7058,8104,8104,15656,[H]C([H])([H])C([H])(C(=O)OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],,[H]C([H])([H])C([H])(C(=O)OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
7059,8106,8106,15658,[H]OC([H])([H])C1([H])OC([H])(O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H],,[H]OC([H])([H])C1([H])OC([H])(O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
7060,8107,8107,15659,[H]OC([H])([H])C1([H])OC([H])(O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H],,[H]OC([H])([H])C1([H])OC([H])(O[H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
7061,8108,8108,15660,[H]OC1([H])OC([H])([H])C([H])(O[H])C([H])(O[H])C1([H])O[H],,[H]OC1([H])OC([H])([H])C([H])(O[H])C([H])(O[H])C1([H])O[H]
7062,8110,8110,15662,[H]C([H])(C(=O)F)C(F)(F)F,,[H]C([H])(C(=O)F)C(F)(F)F
7063,8111,8111,15663,[H]c1c([H])c([H])c(C([H])([H])C(=O)F)c([H])c1[H],,[H]c1c([H])c([H])c(C([H])([H])C(=O)F)c([H])c1[H]
7064,8112,8112,15664,[H]C([H])([H])C(=O)F,,[H]C([H])([H])C(=O)F
7065,8113,8113,15665,[H]C([H])([H])N1C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]C([H])([H])N1C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
7066,8114,8114,15666,[H]Oc1c([H])c(OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])c([H])c2oc(-c3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])c([H])c(=O)c12,,[H]Oc1c([H])c(OC2([H])OC([H])(C([H])([H])O[H])C([H])(O[H])C([H])(O[H])C2([H])O[H])c([H])c2oc(-c3c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])c([H])c(=O)c12
7067,8115,8115,15667,[H]Oc1c([H])c([H])c(C([H])=C([H])C(=O)c2c([H])c([H])c(O[H])c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c2O[H])c([H])c1[H],,[H]Oc1c([H])c([H])c(C([H])=C([H])C(=O)c2c([H])c([H])c(O[H])c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c2O[H])c([H])c1[H]
7068,8116,8116,15668,[H]OC1([H])C(=O)C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C34C([H])([H])C([H])(C([H])([H])C([H])([H])C32[H])C2(C([H])([H])[H])OC24[H])C1(C([H])([H])[H])C([H])([H])[H],,[H]OC1([H])C(=O)C([H])([H])C2(C([H])([H])[H])C([H])(C([H])([H])C([H])([H])C34C([H])([H])C([H])(C([H])([H])C([H])([H])C32[H])C2(C([H])([H])[H])OC24[H])C1(C([H])([H])[H])C([H])([H])[H]
7069,8117,8117,15669,[H]Oc1c([H])c([H])c(C([H])=C([H])C(=O)OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C32[H])c([H])c1OC([H])([H])[H],,[H]Oc1c([H])c([H])c(C([H])=C([H])C(=O)OC([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C32[H])c([H])c1OC([H])([H])[H]
7070,8118,8118,15670,[H]C([H])([H])C([H])([H])OC(=O)C1([H])C([H])([H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C1([H])[H],,[H]C([H])([H])C([H])([H])OC(=O)C1([H])C([H])([H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C1([H])[H]
7071,8119,8119,15671,[H]C([H])([H])C([H])([H])OC(=O)C1([H])C([H])([H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C1([H])[H],,[H]C([H])([H])C([H])([H])OC(=O)C1([H])C([H])([H])C([H])(C(=O)OC([H])([H])C([H])([H])[H])C1([H])[H]
7072,8120,8120,15672,[H]OC1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],,[H]OC1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H]
7073,8121,8121,15675,[H]C([H])([H])OC(=O)C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H],,[H]C([H])([H])OC(=O)C1([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
7074,8122,8122,15676,[H]C([H])=C1C([H])([H])C([H])(C(=O)OC([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C1([H])[H],,[H]C([H])=C1C([H])([H])C([H])(C(=O)OC([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C1([H])[H]
7075,8123,8123,15677,[H]c1c(F)c(=O)n([H])c(=O)n1[H],,[H]c1c(F)c(=O)n([H])c(=O)n1[H]
7076,8124,8124,15678,[H]c1c(Cl)c(=O)n([H])c(=O)n1[H],,[H]c1c(Cl)c(=O)n([H])c(=O)n1[H]
7077,8125,8125,15681,[H]Oc1c([H])n([H])c(=O)n([H])c1=O,,[H]Oc1c([H])n([H])c(=O)n([H])c1=O
7078,8126,8126,15682,[H]c1c(N([H])[H])c(=O)n([H])c(=O)n1[H],,[H]c1c(N([H])[H])c(=O)n([H])c(=O)n1[H]
7079,8127,8127,15683,[H]Oc1c([H])c([H])c([H])n(O[H])c1=O,,[H]Oc1c([H])c([H])c([H])n(O[H])c1=O
7080,8128,8128,15684,[H]c1c(Cl)c([H])n([H])c(=O)c1Cl,,[H]c1c(Cl)c([H])n([H])c(=O)c1Cl
7081,8129,8129,15685,[H]c1c(N([H])[H])n([H])c(=O)n([H])c1=O,,[H]c1c(N([H])[H])n([H])c(=O)n([H])c1=O
7082,8131,8131,15688,[H]OC([H])([H])C([H])(OC([H])([H])c1c([H])c([H])c(=O)n([H])c1Cl)C([H])([H])O[H],,[H]OC([H])([H])C([H])(OC([H])([H])c1c([H])c([H])c(=O)n([H])c1Cl)C([H])([H])O[H]
7083,8132,8132,15689,[H]c1c(N([H])[H])nc(N([H])[H])n([H])c1=O,,[H]c1c(N([H])[H])nc(N([H])[H])n([H])c1=O
7084,8133,8133,15690,[H]Oc1c([H])c([H])c(C([H])=C([H])c2c([H])n([H])c(=O)n([H])c2=O)c([H])c1[H],,[H]Oc1c([H])c([H])c(C([H])=C([H])c2c([H])n([H])c(=O)n([H])c2=O)c([H])c1[H]
7085,8134,8134,15691,[H]Oc1c([H])c([H])c([H])c(C([H])=C([H])c2c([H])n([H])c(=O)n([H])c2=O)c1[H],,[H]Oc1c([H])c([H])c([H])c(C([H])=C([H])c2c([H])n([H])c(=O)n([H])c2=O)c1[H]
7086,8135,8135,15692,[H]C(=O)c1c([H])n([H])c(=O)n([H])c1=O,,[H]C(=O)c1c([H])n([H])c(=O)n([H])c1=O
7087,8136,8136,15694,[H]OC(=O)c1c([H])n([H])c(=O)n([H])c1=O,,[H]OC(=O)c1c([H])n([H])c(=O)n([H])c1=O
7088,8137,8137,15695,[H]c1c(C([H])([H])[H])c([H])c(=O)n([H])c1C([H])([H])[H],,[H]c1c(C([H])([H])[H])c([H])c(=O)n([H])c1C([H])([H])[H]
7089,8138,8138,15696,[H]c1c([H])n(C([H])([H])[H])c(=O)n([H])c1=O,,[H]c1c([H])n(C([H])([H])[H])c(=O)n([H])c1=O
7090,8139,8139,15698,[H]Oc1c([H])c([H])c([H])c(O[H])c1N([H])[H],,[H]Oc1c([H])c([H])c([H])c(O[H])c1N([H])[H]
7091,8140,8140,15702,[H]OC(=O)c1c([H])c([H])c(C(F)(F)F)c(N([H])[H])c1[H],,[H]OC(=O)c1c([H])c([H])c(C(F)(F)F)c(N([H])[H])c1[H]
7092,8141,8141,15703,[H]OC(=O)c1c([H])c([H])c(C(F)(F)F)c([H])c1N([H])[H],,[H]OC(=O)c1c([H])c([H])c(C(F)(F)F)c([H])c1N([H])[H]
7093,8142,8142,15704,[H]Oc1c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1C([H])=O,,[H]Oc1c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1C([H])=O
7094,8143,8143,15705,[H]c1c(Cl)c(=S)n([H])c(=O)n1[H],,[H]c1c(Cl)c(=S)n([H])c(=O)n1[H]
7095,8144,8144,15706,[H]c1c(F)c(=S)n([H])c(=O)n1[H],,[H]c1c(F)c(=S)n([H])c(=O)n1[H]
7096,8145,8145,15707,[H]OC(=O)C([H])([H])c1c([H])n([H])c(=O)n([H])c1=O,,[H]OC(=O)C([H])([H])c1c([H])n([H])c(=O)n([H])c1=O
7097,8146,8146,15708,[H]c1c(Cl)c([H])n([H])c(=O)c1[H],,[H]c1c(Cl)c([H])n([H])c(=O)c1[H]
7098,8147,8147,15709,[H]OC([H])([H])C([H])=C1C(=O)N([H])C([H])([H])C(=O)N1[H],,[H]OC([H])([H])C([H])=C1C(=O)N([H])C([H])([H])C(=O)N1[H]
7099,8148,8148,15711,[H]c1nc(N([H])[H])n([H])c(=O)c1[H],,[H]c1nc(N([H])[H])n([H])c(=O)c1[H]
7100,8149,8149,15712,[H]c1c(C#N)c(=O)n([H])c(=O)n1[H],,[H]c1c(C#N)c(=O)n([H])c(=O)n1[H]
7101,8150,8150,15713,[H]c1c([H])n([H])c(=O)n(C([H])([H])[H])c1=O,,[H]c1c([H])n([H])c(=O)n(C([H])([H])[H])c1=O
7102,8151,8151,15714,[H]c1nc([H])n([H])c(=O)c1F,,[H]c1nc([H])n([H])c(=O)c1F
7103,8152,8152,15715,[H]c1c(Cl)c(=O)c(Cl)c([H])n1[H],,[H]c1c(Cl)c(=O)c(Cl)c([H])n1[H]
7104,8153,8153,15716,[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])n1c([H])c([H])c(=O)n([H])c1=O,,[H]OC(=O)C([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])n1c([H])c([H])c(=O)n([H])c1=O
7105,8154,8154,15717,[H]c1c(C([H])([H])[H])c([H])c(=O)n([H])c1C([H])([H])C([H])([H])[H],,[H]c1c(C([H])([H])[H])c([H])c(=O)n([H])c1C([H])([H])C([H])([H])[H]
7106,8155,8155,15718,[H]c1c([H])n(C([H])([H])[H])c(=S)n([H])c1=O,,[H]c1c([H])n(C([H])([H])[H])c(=S)n([H])c1=O
7107,8156,8156,15719,[H]OC1=C([H])C(=O)N([H])C([H])(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])[H],,[H]OC1=C([H])C(=O)N([H])C([H])(C([H])([H])C([H])([H])C([H])([H])[H])C1([H])[H]
7108,8157,8157,15720,[H]OC(=O)C([H])([H])c1c([H])n([H])c(=S)n([H])c1=O,,[H]OC(=O)C([H])([H])c1c([H])n([H])c(=S)n([H])c1=O
