Original_SMILES,Canonical_SMILES,Source_Dataset,Source_ID
C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(N(C(C([H])([H])[H])([H])[H])[H])[H],CCNC1CCCCC1,nmrdb,10008644
O(C(=O)C(N(C(C([H])([H])[H])([H])[H])[H])([H])[H])[H],CCNCC(=O)O,nmrdb,20208599
C(C([H])([H])[H])(O[H])([H])[H],CCO,nmrdb,10009222
C(OC([H])([H])[H])(C([H])([H])[H])([H])[H],CCOC,nmrdb,10016668
C(OC(C([H])([H])[H])([H])[H])(C#N)=O,CCOC(=O)C#N,nmrdb,20045226
C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(OC(C([H])([H])[H])([H])[H])=O,CCOC(=O)C(C)(C)C,nmrdb,10008677
C(C(C([H])([H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])[H])([H])([H])[H],CCOC(=O)C(C)C,nmrdb,30101693
C(F)(C(=O)OC(C([H])([H])[H])([H])[H])(F)F,CCOC(=O)C(F)(F)F,nmrdb,10016840
O(C(=O)C1(C(C1([H])[H])([H])[H])[H])C(C([H])([H])[H])([H])[H],CCOC(=O)C1CC1,nmrdb,20209308
C(=O)(OC(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H],CCOC(=O)CC,nmrdb,10016819
C(C(C#N)([H])[H])(OC(C([H])([H])[H])([H])[H])=O,CCOC(=O)CC#N,nmrdb,10009094
C(C(C(C(OC(C([H])([H])[H])([H])[H])=O)([H])[H])=O)([H])([H])[H],CCOC(=O)CC(C)=O,nmrdb,10016867
O(C(C([H])([H])[H])([H])[H])C(=O)C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H],CCOC(=O)CC(C)C,nmrdb,20200196
S(P(=S)(OC([H])([H])[H])OC([H])([H])[H])C(C(C(OC(C([H])([H])[H])([H])[H])=O)([H])[H])(C(OC(C([H])([H])[H])([H])[H])=O)[H],CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,nmrdb,20209207
O(C(=O)C(C(OC([H])([H])[H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H],CCOC(=O)CCOC,nmrdb,20208083
C(C(OC(=O)C(N([H])[H])([H])[H])([H])[H])([H])([H])[H],CCOC(=O)CN,nmrdb,20097252
C(OC(C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])=O)(C([H])([H])[H])([H])[H],CCOC(=O)CN(C)C,nmrdb,20181844
C1(C(C(N(C(C1([H])[H])([H])[H])C(C(=O)OC(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],CCOC(=O)CN1CCCCC1,nmrdb,20037335
O(C(C([H])([H])[H])([H])[H])C(=O)C(O[H])([H])[H],CCOC(=O)CO,nmrdb,20200904
C(OC(C([H])([H])[H])([H])[H])(N(C1(C(C1([H])[H])([H])[H])[H])[H])=O,CCOC(=O)NC1CC1,nmrdb,10009297
C(C(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])([H])[H],CCOC(C)(C)C,nmrdb,20097580
C(C([H])([H])[H])(OC(C([H])([H])[H])([H])[H])=O,CCOC(C)=O,nmrdb,10008694
N(C(=O)OC(C([H])([H])[H])([H])[H])([H])[H],CCOC(N)=O,nmrdb,20096502
C1(OC(C(C1([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])[H])([H])[H],CCOC1CCCO1,nmrdb,20037738
C(OC(C([H])([H])[H])([H])[H])(=O)[H],CCOC=O,nmrdb,10009156
C(OC(C([H])([H])[H])([H])[H])(C([H])([H])[H])([H])[H],CCOCC,nmrdb,7995
C(C#N)(C(OC(C([H])([H])[H])([H])[H])([H])[H])([H])[H],CCOCCC#N,nmrdb,20044933
O(C(C(C(=O)C([H])([H])[H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H],CCOCCC(C)=O,nmrdb,20111989
C(C(=O)C(C(C(OC(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],CCOCCCC(C)=O,nmrdb,20031215
C(C(OC(C([H])([H])[H])([H])[H])([H])[H])(O[H])([H])[H],CCOCCO,nmrdb,20096504
S(P(=S)(OC(C([H])([H])[H])([H])[H])OC(C([H])([H])[H])([H])[H])C(SP(=S)(OC(C([H])([H])[H])([H])[H])OC(C([H])([H])[H])([H])[H])([H])[H],CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,nmrdb,20208975
C([N+](C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])(C([H])([H])[H])([H])[H],CC[N+](CC)(CC)CC,nmrdb,20045263
C(N(C([H])([H])[H])C(=O)C#N)([H])([H])[H],CN(C)C(=O)C#N,nmrdb,30101328
C(N(C(=O)N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])([H])([H])[H],CN(C)C(=O)N(C)C,nmrdb,10008854
C(N(C(SC(=S)N(C([H])([H])[H])C([H])([H])[H])=S)C([H])([H])[H])([H])([H])[H],CN(C)C(=S)SC(=S)N(C)C,nmrdb,20181970
S(SC(=S)N(C([H])([H])[H])C([H])([H])[H])C(=S)N(C([H])([H])[H])C([H])([H])[H],CN(C)C(=S)SSC(=S)N(C)C,nmrdb,20198917
C(N(C([H])([H])[H])C([H])([H])[H])(C#N)(C([H])([H])[H])C([H])([H])[H],CN(C)C(C)(C)C#N,nmrdb,20180031
N(C([H])([H])[H])(C([H])([H])[H])C(=O)N([H])[H],CN(C)C(N)=O,nmrdb,20025571
C(N(C([H])([H])[H])C([H])([H])[H])(=O)[H],CN(C)C=O,nmrdb,10009017
N(C(C#N)([H])[H])(C([H])([H])[H])C([H])([H])[H],CN(C)CC#N,nmrdb,20207356
O=C(C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])O[H],CN(C)CC(=O)O,nmrdb,10016972
C(#N)C(C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H],CN(C)CCC#N,nmrdb,20045199
O=C1N(C(=O)C(=C1[H])[H])C([H])([H])[H],CN1C(=O)C=CC1=O,nmrdb,20207382
C1(N(C(C(C1([H])[H])([H])[H])=O)C([H])([H])[H])=O,CN1C(=O)CCC1=O,nmrdb,20037740
C1(C(C(N(C(C1([H])[H])=O)C([H])([H])[H])=O)([H])[H])([H])[H],CN1C(=O)CCCC1=O,nmrdb,20054791
C1(N(C(C(N1C([H])([H])[H])=O)([H])[H])[H])=O,CN1C(=O)CNC1=O,nmrdb,20233934
S1C(C(=O)N(C1=S)C([H])([H])[H])([H])[H],CN1C(=O)CSC1=S,nmrdb,20208549
N1(C(N(C2(C1(N(C(N2C([H])([H])[H])=O)C([H])([H])[H])[H])[H])C([H])([H])[H])=O)C([H])([H])[H],CN1C(=O)N(C)C2C1N(C)C(=O)N2C,nmrdb,20177654
C1(N(C(C(O1)(C([H])([H])[H])C([H])([H])[H])=O)C([H])([H])[H])=O,CN1C(=O)OC(C)(C)C1=O,nmrdb,20180581
N1(C(C(C(C(C1(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],CN1C(C)(C)CCCC1(C)C,nmrdb,20208138
C1(C(C2(N(C1(C(C(C2([H])[H])(O[H])[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H])([H])[H],CN1C2CCC1CC(O)C2,nmrdb,20142310
C1(N(C(=C(C(C1([H])[H])=O)[H])[H])C([H])([H])[H])([H])[H],CN1C=CC(=O)CC1,nmrdb,20054781
C1(N(C(=C(C1([H])[H])[H])[H])C([H])([H])[H])=O,CN1C=CCC1=O,nmrdb,20054772
N1(C(=NC(C1([H])[H])=O)N([H])[H])C([H])([H])[H],CN1CC(=O)N=C1N,nmrdb,10016981
O=C1N(C(=O)N(C1([H])[H])C([H])([H])[H])[H],CN1CC(=O)NC1=O,nmrdb,20209387
C1(C(N1C([H])([H])[H])([H])[H])([H])[H],CN1CC1,nmrdb,10016038
C1(N(C(C(=C1[H])[H])([H])[H])C([H])([H])[H])=O,CN1CC=CC1=O,nmrdb,20054776
C1(C(C(C(C(N1C([H])([H])[H])([H])[H])([H])[H])=O)([H])[H])([H])[H],CN1CCC(=O)CC1,nmrdb,10008656
C1(N(C(C(C1([H])[H])(O[H])[H])([H])[H])C([H])([H])[H])([H])[H],CN1CCC(O)C1,nmrdb,20037708
C1(N(C(C(C(C1=O)([H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H],CN1CCCC(=O)C1,nmrdb,20181479
C1(N(C(C(C1([H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H],CN1CCCC1,nmrdb,20025608
C1(C(C(C(N1C([H])([H])[H])([H])[H])([H])[H])([H])[H])=O,CN1CCCC1=O,nmrdb,10008989
C1(N(C(C(C1([H])[H])([H])[H])(C(C(O[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H],CN1CCCC1CCO,nmrdb,20037396
C1(N(C(C(C1([H])[H])([H])[H])([H])[H])C([H])([H])[H])(C(O[H])([H])[H])[H],CN1CCCC1CO,nmrdb,20037381
C1(C(C(C(N(C1([H])[H])C([H])([H])[H])=O)([H])[H])([H])[H])([H])[H],CN1CCCCC1=O,nmrdb,20027223
C1(N(C(C(C(N1C([H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])=O,CN1CCCN(C)C1=O,nmrdb,10008858
C1(N(C(C(N1C([H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])=O,CN1CCN(C)C1=O,nmrdb,10008856
C1(N(C(C(N1[H])([H])[H])([H])[H])C([H])([H])[H])=O,CN1CCNC1=O,nmrdb,10025333
C1(OC(C(N1C([H])([H])[H])([H])[H])([H])[H])=O,CN1CCOC1=O,nmrdb,10025249
C1(N(C([H])([H])[H])N=C(C1([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O,CN1N=C(C(C)(C)C)CC1=O,nmrdb,76889
S(P(=S)(OC([H])([H])[H])OC([H])([H])[H])C(C(=O)N(C([H])([H])[H])[H])([H])[H],CNC(=O)CSP(=S)(OC)OC,nmrdb,20209451
N(C(=O)N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])[H],CNC(=O)N(C)C,nmrdb,20025570
C(N(C(=O)N(C([H])([H])[H])[H])[H])([H])([H])[H],CNC(=O)NC,nmrdb,10008852
O=C(N(C([H])([H])[H])[H])N(C(=O)C([H])([H])[H])[H],CNC(=O)NC(C)=O,nmrdb,20111950
C(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(=O)N(C([H])([H])[H])[H],CNC(=O)OC(C)(C)C,nmrdb,10009023
O(C(=O)C(C([H])([H])[H])(N(C([H])([H])[H])[H])C([H])([H])[H])[H],CNC(C)(C)C(=O)O,nmrdb,20209489
C(=O)(C([H])([H])[H])N(C([H])([H])[H])[H],CNC(C)=O,nmrdb,10024966
N(C(N(C([H])([H])[H])[H])=O)([H])[H],CNC(N)=O,nmrdb,20025572
C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(N(C([H])([H])[H])[H])[H],CNC1CCCCC1,nmrdb,30000585
C(N(C([H])([H])[H])[H])(=O)[H],CNC=O,nmrdb,10008578
O=C(C(N(C([H])([H])[H])[H])([H])[H])O[H],CNCC(=O)O,nmrdb,10016973
C(N(C(C(=O)OC([H])([H])[H])([H])[H])[H])([H])([H])[H],CNCC(=O)OC,nmrdb,20204710
C(O[H])([H])([H])[H],CO,nmrdb,10016621
C(OC([H])([H])[H])([H])([H])[H],COC,nmrdb,10016666
C(OC([H])([H])[H])(C#N)=O,COC(=O)C#N,nmrdb,20045225
C(C(=O)OC([H])([H])[H])(=O)OC([H])([H])[H],COC(=O)C(=O)OC,nmrdb,10016852
C(=O)(OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],COC(=O)C(C)(C)C,nmrdb,10016823
O(C(C([H])([H])[H])(C([H])([H])[H])C(OC([H])([H])[H])=O)[H],COC(=O)C(C)(C)O,nmrdb,20200660
C(C(=O)C(=O)OC([H])([H])[H])([H])([H])[H],COC(=O)C(C)=O,nmrdb,20097562
C(=O)(OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H],COC(=O)C(C)C,nmrdb,10016822
C(C(=O)OC([H])([H])[H])(F)(F)F,COC(=O)C(F)(F)F,nmrdb,10017802
C1(C2(C(C1(C2([H])[H])[H])([H])[H])C(=O)OC([H])([H])[H])([H])[H],COC(=O)C12CC(C1)C2,nmrdb,20028574
O(C(=O)C1(C(C1([H])[H])([H])[H])[H])C([H])([H])[H],COC(=O)C1CC1,nmrdb,20207573
C1(C(C(C(C(C1(C(=O)OC([H])([H])[H])[H])(C(=O)OC([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H],COC(=O)C1CCCCC1C(=O)OC,nmrdb,20028564
C1(C(C(C(C(C1(O[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(=O)OC([H])([H])[H])[H],COC(=O)C1CCCCC1O,nmrdb,20027139
C1(C(N(C(C(C1(C(=O)OC([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H],COC(=O)C1CCNCC1,nmrdb,20037338
C(=C(C(OC([H])([H])[H])=O)[H])(C(=O)OC([H])([H])[H])[H],COC(=O)C=CC(=O)OC,nmrdb,10016859
C(C(OC([H])([H])[H])=O)(=C(C(=O)OC([H])([H])[H])[H])[H],COC(=O)C=CC(=O)OC,nmrdb,74928
C(=O)(OC([H])([H])[H])C(C#N)([H])[H],COC(=O)CC#N,nmrdb,20045229
C(C(C(OC([H])([H])[H])=O)([H])[H])(OC([H])([H])[H])=O,COC(=O)CC(=O)OC,nmrdb,10008698
C(C(C(C(OC([H])([H])[H])=O)([H])[H])=O)([H])([H])[H],COC(=O)CC(C)=O,nmrdb,7990
C(C(C([H])([H])[H])(C(C(=O)OC([H])([H])[H])([H])[H])[H])([H])([H])[H],COC(=O)CC(C)C,nmrdb,30095506
O(C([H])([H])[H])C(=O)C(C(C#N)([H])[H])([H])[H],COC(=O)CCC#N,nmrdb,20200265
O=C(C(C(C(OC([H])([H])[H])=O)([H])[H])([H])[H])C([N+]([H])([H])[H])([H])[H],COC(=O)CCC(=O)C[NH3+],nmrdb,20209092
C(C(C(C([H])([H])[H])=O)([H])[H])(C(OC([H])([H])[H])=O)([H])[H],COC(=O)CCC(C)=O,nmrdb,20179866
C1(C(C(C(C2(C(C(C3(C(C12C([H])([H])[H])(C(C(C4(C3(C(C(C4(C(C([H])([H])[H])(C(C(C(OC([H])([H])[H])=O)([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])(O[H])[H])([H])[H])[H])[H])(O[H])[H])([H])[H])[H])([H])[H])(O[H])[H])([H])[H])([H])[H],COC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,nmrdb,10009054
C1(C(C(C(C2(C(C(C3(C(C12C([H])([H])[H])(C(C(C4(C3(C(C(C4(C(C([H])([H])[H])(C(C(C(OC([H])([H])[H])=O)([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])(O[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])[H])([H])[H])(O[H])[H])([H])[H])([H])[H],COC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,nmrdb,10009057
C(=O)(OC([H])([H])[H])C(C(C(O[H])([H])[H])([H])[H])([H])[H],COC(=O)CCCO,nmrdb,20052155
C(O[H])(C(C(=O)OC([H])([H])[H])([H])[H])([H])[H],COC(=O)CCO,nmrdb,20026456
O(C(=O)C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])C([H])([H])[H],COC(=O)CN(C)C,nmrdb,20200047
[H]OC(C(=O)OC([H])([H])[H])([H])[H],COC(=O)CO,nmrdb,10016834
C(OC([H])([H])[H])(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],COC(C)(C)C,nmrdb,10016680
O(C(C(C(O[H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],COC(C)(C)CCO,nmrdb,20200727
C(C([H])([H])[H])(OC([H])([H])[H])=O,COC(C)=O,nmrdb,10008693
C(C(C([H])([H])[H])(OC([H])([H])[H])[H])([H])([H])[H],COC(C)C,nmrdb,10016674
O(C([H])([H])[H])C(=O)N([H])[H],COC(N)=O,nmrdb,20208983
C12(C(=C(C(O1)=O)[H])OC([H])([H])[H])C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],COC1=CC(=O)OC12CCCCC2,nmrdb,20221717
O1C(OC2(C(OC(C(C2(OC([H])([H])[H])[H])([H])[H])(OC3(C(C4(C(C(C3([H])[H])([H])[H])(C5(C(C(C6(C(C5(C(C4([H])[H])([H])[H])[H])(O[H])C(C(C6(C7=C(C(OC7([H])[H])=O)[H])[H])(OC(C([H])([H])[H])=O)[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H])[H])[H])(C([H])([H])[H])[H])[H])(C(C(C(C1(C(OC8(OC(C(C(C8(O[H])[H])(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H],COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,nmrdb,20172730
C1(C(C(C(C(C1(OC([H])([H])[H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H],COC1CCC(C)CC1,nmrdb,20249254
C1(C(C(C(O1)(OC([H])([H])[H])[H])([H])[H])([H])[H])(OC([H])([H])[H])[H],COC1CCC(OC)O1,nmrdb,10008846
C1(C(C(C(C(C1(OC([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],COC1CCCCC1,nmrdb,20249072
C1(N(C(C(C1([H])[H])([H])[H])([H])[H])C(=O)[H])(OC([H])([H])[H])[H],COC1CCCN1C=O,nmrdb,20036214
C1(OC(C(C1([H])[H])([H])[H])([H])[H])(OC([H])([H])[H])[H],COC1CCCO1,nmrdb,20036249
C1(OC(C(N1[H])(OC([H])([H])[H])[H])([H])[H])=O,COC1COC(=O)N1,nmrdb,10022986
C(OC1(C(C(C(C(O1)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])([H])([H])[H],COC1OC(CO)C(O)C(O)C1O,nmrdb,20202478
C1(C(C(C(C(C(O[H])([H])[H])(O1)[H])(O[H])[H])(O[H])[H])(O[H])[H])(OC([H])([H])[H])[H],COC1OC(CO)C(O)C(O)C1O,nmrdb,30095502
C(=O)(OC([H])([H])[H])[H],COC=O,nmrdb,10016813
C(C#N)(OC([H])([H])[H])([H])[H],COCC#N,nmrdb,20044930
O(C(C(OC([H])([H])[H])=O)([H])[H])C([H])([H])[H],COCC(=O)OC,nmrdb,20209206
C(=O)(C(OC([H])([H])[H])([H])[H])C([H])([H])[H],COCC(C)=O,nmrdb,10017806
C(C(C([H])([H])[H])(C(OC([H])([H])[H])([H])[H])[H])([H])([H])[H],COCC(C)C,nmrdb,20026629
C(C(F)(F)F)([H])([H])OC([H])([H])[H],COCC(F)(F)F,nmrdb,60007545
C(C#N)(C(OC([H])([H])[H])([H])[H])([H])[H],COCCC#N,nmrdb,20044932
C(OC(=O)C(C(OC([H])([H])[H])([H])[H])([H])[H])([H])([H])[H],COCCC(=O)OC,nmrdb,74936
C(C(=O)C(C(OC([H])([H])[H])([H])[H])([H])[H])([H])([H])[H],COCCC(C)=O,nmrdb,20097566
C(C(C(C(OC([H])([H])[H])([H])[H])([H])[H])([H])[H])(=O)OC([H])([H])[H],COCCCC(=O)OC,nmrdb,40265967
C(C(OC([H])([H])[H])([H])[H])(O[H])([H])[H],COCCO,nmrdb,10008674
C(C(OC([H])([H])[H])([H])[H])(OC([H])([H])[H])([H])[H],COCCOC,nmrdb,10008639
O(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C(OC([H])([H])[H])([H])[H])([H])[H],COCCOC(C)(C)C,nmrdb,20209000
C(C(OC([H])([H])[H])([H])[H])(OC(=O)C([H])([H])[H])([H])[H],COCCOC(C)=O,nmrdb,10016833
C(OC(C(OC(C(OC([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H],COCCOCCOC,nmrdb,10016687
C(S(=O)(=O)F)([H])([H])[H],CS(=O)(=O)F,nmrdb,60009999
S(OC(C(C(C(OS(=O)(=O)C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(=O)(=O)C([H])([H])[H],CS(=O)(=O)OCCCCOS(C)(=O)=O,nmrdb,20198916
S(=O)(C([H])([H])[H])(=O)C([H])([H])[H],CS(C)(=O)=O,nmrdb,10016696
C(SC([H])([H])[H])(C(C(N([H])[H])(C(O[H])=O)[H])([H])[H])([H])[H],CSCCC(N)C(=O)O,nmrdb,30000100
S(C(C(C1(N(C(=O)N(C1=O)[H])[H])[H])([H])[H])([H])[H])C([H])([H])[H],CSCCC1NC(=O)NC1=O,nmrdb,20207384
C(C([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([O-])=O,C[N+](C)(C)CC(=O)[O-],nmrdb,10009018
[N+](C(C(C(C(C(C(C(C(C(C([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,nmrdb,20112710
O(C(C([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C(=O)C(C(C(OC(C([N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])=O)([H])[H])([H])[H],C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,nmrdb,20209097
C(N(C(F)(F)C(C(F)(F)F)(F)F)C(F)(F)C(C(F)(F)F)(F)F)(F)(F)C(C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,nmrdb,60014671
C(C(F)(F)F)(F)(F)F,FC(F)(F)C(F)(F)F,nmrdb,60008545
C=1(OC(C(N1)([H])[H])([H])[H])C(F)(F)F,FC(F)(F)C1=NCCO1,nmrdb,20213266
C(F)(F)(C(C(F)(F)F)([H])[H])F,FC(F)(F)CC(F)(F)F,nmrdb,89582
FC(F)(F)C(OC(C(F)(F)F)([H])[H])([H])[H],FC(F)(F)COCC(F)(F)F,nmrdb,20208215
C(F)(F)(F)F,FC(F)(F)F,nmrdb,60014636
C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(F)[H],FC1CCCCC1,nmrdb,75698
N([H])([H])[H],N,nmrdb,20025291
C1(C(C(=C(C(C1([H])[H])([H])[H])C#N)[H])([H])[H])([H])[H],N#CC1=CCCCC1,nmrdb,10015861
C1(C(=C(C(=C(C(=C1[H])[H])[H])[H])[H])[H])(C#N)[H],N#CC1C=CC=CC=C1,nmrdb,20109714
C(#N)C1(C(C1([H])[H])([H])[H])[H],N#CC1CC1,nmrdb,20044912
C1(C(C(C(=C1[H])[H])([H])[H])(C#N)[H])([H])[H],N#CC1CC=CC1,nmrdb,76423
C1(C(C(C1(C#N)[H])([H])[H])([H])[H])([H])[H],N#CC1CCC1,nmrdb,90007
C1(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])(C#N)[H],N#CC1CCCC1,nmrdb,20044914
C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C#N)[H],N#CC1CCCCC1,nmrdb,10017773
C1(C(C(N(C(C1([H])[H])(C#N)[H])[H])([H])[H])([H])[H])([H])[H],N#CC1CCCCN1,nmrdb,76422
C(C#N)(C#N)([H])[H],N#CCC#N,nmrdb,10017071
C(C(C(=O)N(C(=O)N([H])[H])[H])([H])[H])#N,N#CCC(=O)NC(N)=O,nmrdb,20045246
C(C(C(=O)N(N([H])[H])[H])([H])[H])#N,N#CCC(=O)NN,nmrdb,20045244
C(=C(C#N)C#N)(C(C#N)([H])[H])N([H])[H],N#CCC(N)=C(C#N)C#N,nmrdb,20045218
C(C(C#N)([H])[H])(N([H])[H])=O,N#CCC(N)=O,nmrdb,10008863
C(C(C(O[H])(C(C#N)([H])[H])[H])([H])[H])#N,N#CCC(O)CC#N,nmrdb,75400
C1(C(=C(C(C1([H])[H])([H])[H])C(C#N)([H])[H])[H])=O,N#CCC1=CC(=O)CC1,nmrdb,20141937
C1(=C(C(C(C1([H])[H])([H])[H])([H])[H])[H])C(C#N)([H])[H],N#CCC1=CCCC1,nmrdb,20044915
C1(C(C(C(=C(C1([H])[H])[H])C(C#N)([H])[H])([H])[H])([H])[H])([H])[H],N#CCC1=CCCCC1,nmrdb,20044916
C(#N)C(C1(C(C1([H])[H])([H])[H])[H])([H])[H],N#CCC1CC1,nmrdb,20036227
C(C(C#N)([H])[H])(C#N)([H])[H],N#CCCC#N,nmrdb,10017072
C(#N)C(C(C(C#N)([H])[H])([H])[H])([H])[H],N#CCCCC#N,nmrdb,20044905
C(C(C(C(C(C#N)([H])[H])([H])[H])([H])[H])([H])[H])#N,N#CCCCCC#N,nmrdb,10017074
N#CC(C(C(C(C(C#N)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],N#CCCCCCC#N,nmrdb,20112339
C(#N)C(C(N1C(C(OC(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],N#CCCN1CCOCC1,nmrdb,20045201
C(#N)C(C(N(C(C(C#N)([H])[H])([H])[H])[H])([H])[H])([H])[H],N#CCCNCCC#N,nmrdb,20045198
C(#N)C(C(O[H])([H])[H])([H])[H],N#CCCO,nmrdb,10024124
C(C(C(OC(C(C#N)([H])[H])([H])[H])([H])[H])([H])[H])#N,N#CCCOCCC#N,nmrdb,20045181
C(C#N)(N1C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H],N#CCN1CCCCC1,nmrdb,20182122
O1C(C(N(C(C1([H])[H])([H])[H])C(C#N)([H])[H])([H])[H])([H])[H],N#CCN1CCOCC1,nmrdb,20209087
N(C(C#N)([H])[H])(C(C#N)([H])[H])[H],N#CCNCC#N,nmrdb,20200721
C1(N(C(C(C1([H])[H])([H])[H])([H])[H])C#N)([H])[H],N#CN1CCCC1,nmrdb,20037334
C1(C(C(C(C(C1([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(N([H])[H])=O)[H],NC(=O)C1CCCCC1,nmrdb,30000240
C(C(C(C(N([H])[H])=O)([H])[H])(N([H])[H])[H])(=O)O[H],NC(=O)CC(N)C(=O)O,nmrdb,10016966
S1SC(C(C1(C(C(C(C(C(=O)N([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H],NC(=O)CCCCC1CCSS1,nmrdb,20200153
C1(N(C(C(N1[H])(N(C(N([H])[H])=O)[H])[H])=O)[H])=O,NC(=O)NC1NC(=O)NC1=O,nmrdb,10016341
C(C(C(C(C(N(C(N([H])[H])=O)[H])([H])[H])([H])[H])([H])[H])(N([H])[H])[H])(=O)O[H],NC(=O)NCCCC(N)C(=O)O,nmrdb,10009014
